,A3TV,ABE,ABG,ABG.P_0,ABG.P_1,ACS,ACX,ACX_0,AENA,AGS,ALT,AMS,ANA,ANA_0,BBVA,BKIA,BKIA_0,BKT,BME,BTO_0,BTO_1,CABK,CAR,CIE,CIN,CLNX,COL,COL_0,CRI,DIA,EBRO_0,EBRO_1,ELE,ELE_0,ENC,ENG,EVA,FAD,FCC,FER,GRF,IAG,IBE,IBLA,IBR,IDR,ITX,JAZ,LOR,MAP,MAP_0,MAS,MEL,MRL,MTS,NHH_0,NHH_1,NTGY,OHL,POP,PRS_1,REE,REE_0,REP,SAB,SAN,SCYR_0,SCYR_1,SGC,SGRE,SGRE_0,TEF,TEM,TL5,TRE,UNF,VIS,VIS_0,ZEL
2017-06-15,,0.3750585714312366,,,,0.5388128647894261,-1.3683293698056895,,1.8013307662562041,,,0.7051843387538759,1.0791006614816883,,-0.7465705989440328,-1.248978179960147,,-0.8488163950047573,,,,-1.0145217370547972,,,,2.2021611958735856,,,,0.39980102072672985,,,-0.38711856012285656,,,1.1042431080043966,,,,0.5458442821516,0.33709792443508824,-0.03495853370523155,0.7384858264650658,,,0.056431629182749146,-0.7244788485220767,,,-0.1899318798834917,,,-0.3209058716187668,1.235748239620153,-1.1282047616233217,,,0.6147286888342245,,,,1.69931237191293,,0.6895715825179084,-1.1737690373737442,-0.5102504639981211,,,,-0.36675364652999876,,-1.1745218426499948,,-1.7883512624048186,-1.0102140756509304,,-0.086238007584085,,
2017-06-16,,0.4427518103348827,,,,0.6098053589647724,-1.3564813018201733,,1.7352909814170845,,,0.77491299567215,0.9313345137287248,,-0.8488450223458076,-1.4034735247309114,,-1.0460765460359538,,,,-0.8565444326876911,,,,2.03281392131498,,,,0.039330248741577194,,,-0.2459673264254841,,,1.0651839118282125,,,,1.238950476517876,0.6192476196851177,-0.6564891236800481,0.8451538508870512,,,0.05602147507179723,-0.516476473819026,,,-0.3112587713994355,,,-0.06576763799682873,1.0319886035899832,-1.369039805769602,,,0.8067719404819806,,,,1.516769433523935,,0.5935785421839713,-1.1411189551752747,-0.6906828016061259,,,,-0.8718052755404027,,-0.9395270388215591,,-1.4793995405331652,-0.9150511571984804,,0.37409905164187257,,
2017-06-19,,0.1477766549687367,,,,0.7845321484373766,-1.0711816125020865,,1.754510896675983,,,0.6395761038582292,1.0106696467916398,,-0.7794545446297667,-1.2330655666094394,,-0.9267709018879127,,,,-0.4672667513512669,,,,2.2907166305166924,,,,0.013188509526806587,,,-0.4421882834080641,,,1.13477797294878,,,,0.7941600130932147,0.7551030085838515,-0.8176983894011074,0.8727413378385206,,,-0.04806890487104493,-0.3635788587441873,,,-0.023161547103344195,,,-0.2587434823069907,1.0562564422400107,-1.300519186063689,,,0.7622121127094995,,,,1.3059717356993763,,0.6689330508548585,-0.9396738044042026,-0.7014127950946523,,,,-0.7173797864910417,,-0.9850243225372649,,-1.9411868666568277,-1.2914367962764697,,0.3166861355957835,,
2017-06-20,,0.25738204909302587,,,,0.3660444150751251,-1.1308993923118047,,1.7422209279334884,,,0.6281102810404076,0.9527297171976914,,-0.48193013128265777,-1.073575061309267,,-0.7637584609117125,,,,-0.30184346021514474,,,,2.1581186530704413,,,,-0.09710658164278775,,,0.6052474539301727,,,1.2488302644616585,,,,0.5612524743661015,0.8383239436960762,-0.9527911602046664,1.026130347494521,,,-0.12633892451993287,-0.7349009222267493,,,0.16511246413779063,,,-0.26226263128674415,0.6005359658969737,-1.451466304664389,,,0.8137676457667904,,,,1.6119908507169538,,0.422724876241621,-0.9011869596887366,-0.500462158130903,,,,-1.108741488687973,,-0.9892896601391999,,-1.9524935342831418,-1.3680295016714878,,0.1985540030584588,,
2017-06-21,,0.2612628662642679,,,,0.42359692741628774,-0.7896867193813427,,1.3460137312353444,,,0.41259305848570565,1.0079393433539638,,-0.439129794087935,-0.9914857898198511,,-1.0349952750847045,,,,-0.36490768872029,,,,2.4345100804449817,,,,-0.3954529546554115,,,1.3199887825508467,,,1.2036757158152667,,,,0.3307793620999985,0.9051947709509008,-0.6961018386885387,1.108746370132259,,,0.06797588590139807,-0.8561258478609278,,,-0.19105487235576535,,,-0.30982260184643295,0.6189497139977705,-1.3419172300462285,,,0.7546839868041492,,,,1.6361098092262252,,0.22154001003212986,-0.8443201743817133,-0.5295364346893291,,,,-1.150586343832182,,-1.143099821454012,,-1.8055423136403377,-1.261666666239501,,0.09187195207300598,,
2017-06-22,,0.3664661377060597,,,,0.375528459249063,-0.4813567831790705,,0.9643226272511781,,,0.24577250889128568,1.1844917600538925,,-0.3250576262696639,-1.1038006400968916,,-1.1673132377123683,,,,-0.5860228247035096,,,,2.2472772309868803,,,,0.17018061615074973,,,1.4396880875017306,,,1.2423280537552392,,,,0.3593647094039323,1.0713301104715955,-0.7657584768629826,1.1619038541261575,,,0.033340526702894474,-0.6521990630463861,,,-0.543955296670373,,,0.03472205594791279,0.590428986794261,-1.283184435503858,,,1.114760618389647,,,,1.4886938326928933,,-0.014388698108192306,-0.9334636288809925,-0.5552402784945751,,,,-1.5809593390950347,,-0.8356579725400457,,-1.7080860655291494,-1.2672064306553388,,-0.2869493787269406,,
2017-06-23,,-0.19141329066978688,,,,0.005499400966224164,0.09150819354784259,,0.8381751502862171,,,0.5103109559248546,0.8611259329970073,,-0.36659561838560883,-1.1630347491697715,,-1.2055344945379314,,,,-0.5779245948789448,,,,2.139748503992778,,,,0.6283546288285946,,,1.4810295645263514,,,1.1013322943454522,,,,0.47989354819194563,0.6363399037075541,-0.49122884279384976,1.0342652978121765,,,0.992019331016126,-1.1286538479214145,,,-0.6439657139101395,,,0.0949960542484181,0.9067556090709906,-0.6246958574907346,,,0.7640653206041895,,,,1.6191152871662993,,0.12727311516834452,-1.1573609171600991,-0.4897024861702466,,,,-1.7566375033649442,,-0.8309411933850549,,-1.78858906790872,-1.2505719719860269,,-0.6449579426680935,,
2017-06-26,,-0.006706264982895752,,,,0.08154826004674015,-0.4344916572208512,,0.6815579689901312,,,0.5508562334952789,0.5919424668914613,,-0.3032583588634504,-1.1045767667368969,,-0.7979741275493468,,,,-0.6740006957788715,,,,2.1002225984001384,,,,0.47772843779497637,,,1.620364728785138,,,1.2250482544910497,,,,0.39161143781447244,0.5204703979473311,-0.2526258084685276,1.3323183589527123,,,1.211621433823864,-0.951914039396166,,,-0.8567612414452077,,,0.1336126204874596,1.0366382479054925,-0.8895750544883411,,,0.4268998091431948,,,,1.6734678451126994,,0.015885164629983923,-1.0992483739011505,-0.6189576986425529,,,,-1.8736918536621656,,-0.7865401568082463,,-1.5681478543297052,-1.3637629168290977,,-0.4895613956086501,,
2017-06-27,,0.1265707294314507,,,,0.3828909192811799,0.1306145693507801,,0.760502800275792,,,0.5860006386709401,0.6166088214148432,,0.08371086679352754,-0.514921322266499,,-0.7389389753592791,,,,-0.18481600497188366,,,,2.3332304668212593,,,,-0.17217437377219452,,,1.2815150773847397,,,0.810399242789816,,,,0.9130231377407632,0.6269890209478155,0.03957608257162136,0.8759847481062357,,,1.3834433800331705,-1.2409948290157988,,,-0.7877273548041458,,,0.16478035577647138,1.1778011099886567,-0.3907886571423267,,,-0.05284369454400826,,,,0.6256067041456962,,0.12330101382101738,-0.5674289923284018,-0.3945502928820395,,,,-2.3244359138355715,,-1.058495154359149,,-2.1669371180320445,-1.5021102874466015,,-0.9453867145858318,,
2017-06-28,,-0.3691937728791256,,,,1.0212577711586817,-0.21964324214509315,,0.6577391957418544,,,0.5620293672463351,0.5957244710200339,,0.4640659159676443,0.2888180101714686,,-0.3488548746695426,,,,0.5077237193798001,,,,1.95995469884835,,,,0.35764625715534737,,,0.7308713112606898,,,0.2728934038890604,,,,0.5061933728827914,0.5517168619489857,0.5776084075237345,0.756289408887498,,,1.1922556906828283,-1.7149526630319412,,,-0.34511081900427715,,,0.10311440393073477,1.1010474135071755,-0.2469444273622024,,,-0.059038455647477533,,,,0.19399254228265816,,-0.011197488002946563,-0.00952904606730964,-0.028659556702448637,,,,-2.330333802026719,,-1.609566157050739,,-2.3394523215849476,-2.0216212414790484,,-0.7468443558318539,,
2017-06-29,,-0.31845429836782857,,,,-0.10639130394266959,0.14190569517268087,,0.2459942351284777,,,0.6218915041696079,0.08275217609304371,,0.7170261817421687,0.8722265363538831,,0.12074003974326218,,,,0.5675425943192202,,,,1.5153066033209726,,,,0.9193038947377283,,,0.40678377435373764,,,-0.14668165412561468,,,,0.17257641902117243,-0.1223060568945305,0.4172065505413601,0.7403699718181678,,,1.3935645721063699,-2.020312979048104,,,0.940798186291141,,,-0.3991354160496648,1.0611970571735025,0.04680297631603199,,,0.0002912035189140683,,,,-0.11358951692481073,,0.27690384443310234,0.1494454286411786,0.7536429084037081,,,,-2.488594694506634,,-1.443246453163413,,-2.4720417418737672,-1.6084394861601405,,-0.9250787523422527,,
2017-06-30,,-0.007471093023495932,,,,-0.3706162242304559,0.3809052983769092,,0.6668928822267176,,,1.0499631594117167,-0.13434231321499743,,0.01033840656387851,0.8414410993430192,,-0.25803686129278325,,,,0.386297253238287,,,,1.5381137619930074,,,,1.3399336908136028,,,-0.10445800154469397,,,-0.924148487159429,,,,0.3480920897552534,-0.19497533599227543,0.9928242811661337,0.5778878184413517,,,1.651698615415523,-1.8468670715366267,,,0.8339547583668968,,,0.21191790082565784,0.6303604666542789,0.3815488657568864,,,-0.22404132223204043,,,,0.07830545152413755,,0.24859084629798336,0.06897261016733973,0.434201249161718,,,,-1.8050458994580572,,-2.2177705780539982,,-2.2448951456793798,-1.3049082737873923,,-1.0346638982946756,,
2017-07-03,,-1.0730454630333905,,,,0.02769176063520771,0.5753190737411507,,0.07984271531238085,,,0.7813550534737929,-0.3866491037283808,,0.8877096308024699,1.4533277920893553,,0.5606467305976606,,,,1.1302837746409549,,,,1.0837269191420222,,,,0.896704145579148,,,-0.25420018861861166,,,-0.6425139806824668,,,,-0.10213038158367127,-0.38909468157665555,0.5670475213284176,0.21278107310594974,,,1.2959338221123224,-2.1678879262625372,,,1.0860365072787446,,,-0.2149651691995501,-0.44695111031045254,0.6238974832842362,,,-0.35732819515650815,,,,-0.2520218879390954,,0.541495588087813,0.656006188706621,1.2698193338336055,,,,-1.532068978118874,,-1.3929797462884421,,-2.491035985267595,-1.0677307942874923,,-0.9590215216981308,,
2017-07-04,,-0.9555009623374717,,,,-0.1306406549520522,0.8713196192361529,,0.018157505511581653,,,0.872244152479757,-1.045748876214894,,0.49592357720002733,1.5466212883396937,,0.20049665938283914,,,,0.9450668109141293,,,,1.4550075680329944,,,,0.6184080156853679,,,-0.8345469794573651,,,-0.6429972249356014,,,,-0.516278492666357,-0.0669553725282104,0.8195796482230769,0.04742519381466831,,,1.610339844280996,-1.6986854871284616,,,1.3753031896730923,,,-0.16338370083302148,0.11778660199258781,1.0075766332725529,,,-0.7428418762581027,,,,-0.4276020516742405,,0.5043979934446711,0.4151236397886535,0.9242017291284074,,,,-1.868998065101811,,-1.5340073091340045,,-2.040459193383223,-0.28229316870597876,,-0.8940402550904568,,
2017-07-05,,-0.0035881425146305104,,,,-0.139335264787061,0.851311941245925,,0.21444618311006156,,,1.0458536033585937,-0.9394872376080039,,0.5052378517380481,1.650138763748996,,0.20966194510979538,,,,0.7857936686322072,,,,1.3028779754122404,,,,0.5499263279175696,,,-0.9323414457579029,,,-1.1232033542737985,,,,-0.006080600033155532,0.13280223259168628,0.595790194425936,0.4217089013981922,,,1.528522199095085,-1.5844295014908318,,,1.4299915130646461,,,-0.4142068968749671,0.1763876670143696,0.8844174123762797,,,-0.707261022430022,,,,-0.524401873598005,,0.20448726124459563,0.24060321800079296,0.7317341502071903,,,,-1.709911748048759,,-1.7851898104432584,,-2.4040404106788205,-0.47249589600083325,,-0.7157198051521619,,
2017-07-06,,0.355355317366985,,,,-0.48238327680537063,0.8184061263865182,,-0.18602494265980443,,,0.8100955332725756,-1.4615225973362407,,0.7538673659631968,1.862974482871944,,0.5888008975862046,,,,1.0291617565460938,,,,0.8791661639398387,,,,-0.1842639808055364,,,-0.9588635317154116,,,-1.165420010831301,,,,-0.3757443347611263,0.15699804025753766,0.6454385033850011,-0.12487190110137397,,,1.4035964951581048,-1.2640177089100344,,,1.4577582670360154,,,-0.49264457935993067,0.054296338437167926,1.089713322787943,,,-0.7639010452952596,,,,-0.5703068213308742,,0.4006783821038866,0.5245391976156331,0.8771011323891079,,,,-1.4425412738863292,,-1.5868538818960012,,-2.3392220447056085,0.41904277259817185,,-0.7284081643017251,,
2017-07-07,,0.48752592915981957,,,,-0.13795749711027594,0.5417089020755627,,-0.012205962890238328,,,1.6616767172877906,-0.9129637862463145,,0.7393560764664452,1.548567304772821,,0.6182219326151676,,,,0.633911714867849,,,,0.6231916296538055,,,,-0.5179363757037241,,,-1.048800903930415,,,-0.9362845222530612,,,,-0.5749469884875843,0.10754317776352725,0.918380829513418,-0.017122970293972632,,,1.4122271496332262,-1.414992311049358,,,1.269271187589241,,,0.0026325048112591444,-0.36650785521729295,0.6158939755251137,,,-0.5453425106038644,,,,-0.5319348387504207,,0.24781572254232984,0.6606168012101911,0.6368879766250575,,,,-1.6362689596859967,,-1.4262549034468621,,-2.801793828543223,0.8290411442513188,,-0.6731564621513405,,
2017-07-10,,0.3136624852867987,,,,-0.4133626994499929,0.30286677557183744,,0.033546162180575205,,,2.1908232548450006,-0.9635632591507377,,0.5391499387477511,1.4234823806915777,,0.498594331231817,,,,0.6352824095580701,,,,0.8026740335460325,,,,-0.3839673479096562,,,-0.8985140161574736,,,-0.8956166532095915,,,,-0.6676046495728397,0.26268196466344995,1.2763697197411237,0.027988495699548813,,,1.282418576313872,-1.163253618853313,,,1.1455596712346527,,,-0.19467670537104279,0.09426210757113548,0.8227523326461142,,,-0.6858059694450589,,,,-0.5552609534682197,,0.1555213516941811,0.5497033912527487,0.5518756550433315,,,,-1.6585774970260916,,-1.5802590328148471,,-2.706035204010358,0.35907383630150624,,-0.5017912673819039,,
2017-07-11,,0.44469400693878874,,,,-0.05985822866914272,0.5873959093828748,,-0.4585208992103305,,,1.7459119856954137,-1.4312104974058388,,0.9868409536306435,1.6807099505400198,,0.7395249072158985,,,,0.8218773168578064,,,,0.613827647612414,,,,-0.256411572011417,,,-1.2951041408389996,,,-1.0528983004482717,,,,-0.543648327503057,-0.09354790643881533,0.8742473286720476,-0.0778570688540252,,,1.2232949569511655,-1.605884152880885,,,1.0517862826936695,,,-0.05716667718302389,0.1560007238758999,1.0794598611765016,,,-0.672806420562779,,,,-0.8016635484814122,,0.29346666657745113,0.834234026023558,0.729901511390973,,,,-1.2477956192460387,,-1.2889382307354882,,-2.229732034424141,0.20717345982379512,,-0.8973038701652561,,
2017-07-12,,0.6187272811659317,,,,0.17571000155833852,0.37017658340004705,,-0.8256826272505469,,,1.5470864909342028,-0.9381414263023544,,1.0921500177710461,1.5270271301525962,,1.0297749758598043,,,,0.5508357745669454,,,,0.12344921206503383,,,,-0.09126237704249199,,,-1.5897200227200419,,,-1.076673509032394,,,,-0.463445808781725,-0.4061732142525233,0.8027888114262131,0.24476329593896962,,,1.231434188759735,-1.4969273382012458,,,0.7805799774986464,,,-0.08921870633978424,0.28403476785431053,1.498839461105763,,,-0.8115579425443851,,,,-0.616954796037551,,0.3144935803796919,0.6532151883445331,0.6400780444986879,,,,-1.6845713153719402,,-1.0453464782852664,,-2.3133977599218603,0.6346808976130763,,-0.670772358809465,,
2017-07-13,,0.5040524542850573,,,,0.08025913377275166,-0.10980957543262035,,-1.1449089545592803,,,1.2520421185357509,-0.9781764318930263,,1.4369839325790459,1.6067718790023104,,1.062440843682676,,,,0.8851630270564527,,,,0.0052064214857660465,,,,0.36938121557655723,,,-1.577752121130475,,,-1.272143082415344,,,,-0.9557184935384483,-0.5495080264858828,0.8852153735581788,0.13735176628300008,,,0.6223398238158255,-1.3383224166341674,,,1.000970682375384,,,-0.5296020594575296,0.19281937102999142,1.5034233665640742,,,-0.6176726688330808,,,,-1.10788594206144,,0.38807596652001763,0.9198146699431637,0.6913931833430598,,,,-1.4791299520825265,,-0.6407669611921671,,-1.9021938185543765,0.9603826898942203,,-0.30049741503291755,,
2017-07-14,,0.5923151345769192,,,,0.09192895054556323,0.27365855205031797,,-1.007021161406295,,,1.1669620721731122,-0.6125566958640835,,1.35320116812046,1.2609703200409226,,0.9565702328364253,,,,0.8784917709491782,,,,-0.17684948543040915,,,,0.09785865646491806,,,-1.5114839291550721,,,-1.2311226788515623,,,,-0.942710047742377,-0.6360572691396338,0.8599518477264724,0.026107991823468416,,,0.7729059871755842,-1.4631131051596562,,,0.7746920483150392,,,-0.5417646400566791,0.14786377341524248,2.062474490218818,,,-0.4184833429343901,,,,-0.8956084331389284,,0.5982827543618586,0.6165634396148867,0.43121035461183765,,,,-1.2185152485461896,,-0.895016647597257,,-1.921228391781421,1.4623866756074948,,-0.9528651438245646,,
2017-07-17,,0.5701648398844895,,,,-0.00801695576213609,0.09510387297830651,,-1.1804628884375037,,,1.446101085862048,-0.7315315543955807,,1.1147384561912352,1.174743635703082,,0.9633513438432298,,,,0.8046575439047045,,,,-0.22834261403126282,,,,0.493400965681936,,,-1.6469366844665907,,,-1.1559293765463166,,,,-0.9456750338749462,-0.5217896180583265,0.9398180701709613,-0.12576759908564858,,,1.2473370182514554,-1.2292168638361667,,,0.798060339775279,,,-0.11474904576437732,0.18906456379133257,2.0788167935649358,,,-0.9254970487236392,,,,-0.9820039763498642,,0.43303383163380516,0.5575711522819795,0.22393644874641133,,,,-1.365116808894452,,-0.7682016517918812,,-1.7256506587536782,1.2687451868617934,,-0.7437567703546147,,
2017-07-18,,0.2779568223674863,,,,0.046632523208115506,0.15388292280712287,,-1.072412627397769,,,1.3347530547830564,-0.9010565793991387,,1.0795331583979435,1.1624470196459669,,0.5712562169099035,,,,0.7149235325172371,,,,0.07656094904099314,,,,0.3097113335842114,,,-1.6754642803752409,,,-1.3430773248322225,,,,-0.663313529064334,-0.5632615932948425,1.1105858908905437,-0.10164287090550073,,,1.236488578599353,-1.369530505242545,,,0.8449461997305158,,,-0.09537779869856547,0.364588250921644,2.4394802320696423,,,-0.8754164876501561,,,,-1.078053483611312,,0.4122732289444885,0.5439222878249321,0.3154932680273787,,,,-1.3575517035622449,,-0.7628555764378626,,-1.4851978095830813,1.0932042714415575,,-0.7444275716572788,,
2017-07-19,,0.28867534648431964,,,,0.2616318226744762,0.2371711885563279,,-0.8435791955689218,,,1.5465049698929103,-0.5887558965393753,,0.7557775099460998,0.4901293093413069,,0.3375282004936326,,,,0.43966229825221764,,,,0.2040964306825791,,,,-0.033716630519996925,,,-1.7680766975197266,,,-1.4409368559881475,,,,-0.6707626824008596,-0.27795591563237015,0.9848517288021504,0.3088633807883711,,,1.2976003805043412,-1.0176447218014344,,,0.7321441199229657,,,-0.13184605101581373,0.14004598269113944,2.774994564364484,,,-0.8400074308155707,,,,-0.9492238274398933,,0.44346890154868324,0.8807719987167139,0.2761183111257121,,,,-1.66566917326127,,-0.8959866124850393,,-1.6505808889017464,1.013643839274206,,-0.63893770417247,,
2017-07-20,,1.0769073540585785,,,,0.28050068692465385,0.2863272668641215,,-1.0823765129144478,,,1.4138887003750256,-0.4601641655858362,,0.6347271192217409,0.8979824301757489,,0.09761985269958234,,,,0.8538362664609511,,,,0.39281601795237164,,,,0.09267036254777122,,,-1.6797912539798194,,,-1.287330133493324,,,,-0.6178524670213899,-0.28522532403371087,0.22869307668604474,-0.000471501163300589,,,1.251236692128011,-1.1045529805383019,,,0.8594709881833135,,,0.1990218336361909,0.32453146341869965,2.3869802106035714,,,-1.007183046458221,,,,-1.083717461849391,,0.6498737614032513,0.9069793014016365,-0.3608560165555142,,,,-2.1478414631412877,,-0.7592336480195574,,-1.2325952673991651,1.007754670325259,,-0.7326268129132559,,
2017-07-21,,1.5618781486188962,,,,-0.42039747363699115,0.20714559037907038,,-1.1492566487057758,,,1.2606267497833152,-0.666457578114541,,0.5432878997108774,0.8425542950818862,,0.019749746859735108,,,,0.6373716016221086,,,,0.146417156169885,,,,-0.07314448727196114,,,-1.5164936382429768,,,-1.240940520283376,,,,-0.378059452143852,-0.4699622336108868,0.7004378126721782,0.05664393823546086,,,1.1584580009118135,-1.1844902645630087,,,0.713902090580938,,,0.07058966101847239,0.5954537377402682,2.262905097203032,,,-0.7989649752626878,,,,-0.8187325946675039,,0.7655520736763758,1.1574787373547777,-0.6271793119569387,,,,-2.345333138363928,,-0.7269357807948754,,-0.9037414923358559,1.161403466433395,,-0.5417662140973256,,
2017-07-24,,1.517527836246858,,,,-0.43058052686636544,0.1074996258168402,,-0.8875902209743494,,,1.2412903604022854,-0.7915091539362494,,0.9694163055412269,0.90274617411718,,0.4407253854275121,,,,0.9868462076960036,,,,0.30463679464839843,,,,-0.44837155023375896,,,-1.5016613617785057,,,-1.1419772870991638,,,,-0.41802411681811247,-0.7610349370573426,0.5034629511621466,0.10756006298625723,,,1.2296176394555718,-0.9202040890006005,,,0.7844066980967763,,,-0.008043125428054835,0.8257860440730747,2.231444029151823,,,-0.6472490688751485,,,,-0.8083275854552724,,-0.6079831061938039,1.627615825433658,-0.3127178591222628,,,,-2.228306214891774,,-0.6653595004447601,,-0.9664083195617198,0.4098328018239277,,-0.6450667183422953,,
2017-07-25,,1.4798829056681873,,,,-0.30949124084741597,0.09116388874932971,,-0.6880812419104839,,,0.8224732398551631,-0.7538595860913313,,1.124046802311725,1.28104464333275,,0.9508400474336661,,,,1.2417371242583102,,,,0.10906336933695555,,,,-0.2748573386812975,,,-1.2709369126948495,,,-0.8540395410474203,,,,-0.9997430789444788,-1.1268007477283721,0.18823970487585145,0.026320817696205787,,,0.6221921486094127,-1.0641312127779115,,,0.7458085983104201,,,-0.6012445216581175,0.6790390312260494,2.3957884989713727,,,-0.6462577423177341,,,,-0.7524091589899086,,-0.18845781133400782,1.866526266543752,0.06748070864017566,,,,-1.8737690412695533,,-0.589404413646171,,-1.1031153192940146,0.20321165724972057,,-0.7982605438359788,,
2017-07-26,,1.864779510769479,,,,-0.3751604046886931,0.32210454885262607,,-1.0709699853428782,,,0.8494775585905954,-1.1586573750037774,,1.2748153339697867,0.970670962075822,,0.7998315035611917,,,,1.4867149754343143,,,,0.06709585452309058,,,,-0.17415378247825467,,,-0.40517848455323074,,,-0.6266057662138443,,,,-1.4273003517313751,-1.4111653731369977,0.14442528438099478,-0.2443658880629896,,,0.5388557335569893,-0.758339671378359,,,0.21465704612153227,,,-0.40067528911546807,0.2269370690502237,2.2678745453709377,,,-0.7452891807915389,,,,-0.9550585958124685,,0.13985316123082242,1.7868356146439903,0.24933794357288,,,,-1.6666258188032297,,-0.30312834230010743,,-1.080847836737359,0.4406637040757717,,-0.8414082036304739,,
2017-07-27,,1.160373688786448,,,,-0.45441993943330544,0.3632220283313522,,-1.1820374019623536,,,0.9769385096288075,-0.9370661860858135,,1.1506454835191853,0.8204433104739198,,0.7659766755687992,,,,1.1096414393289553,,,,0.13137799947135892,,,,-0.19296504126503194,,,-0.7425697264663028,,,-0.45897531174384854,,,,-1.3988312761205708,-1.545931856290357,0.27062960977964834,-0.3084965509646593,,,0.500617345220285,-0.6656244501116109,,,0.6415043332401972,,,-0.4623634156678036,0.4994831620528561,2.509877721817265,,,-1.1498449116173561,,,,-1.1226648667303056,,0.5199476668021307,1.7921440468203134,0.19548846784517562,,,,-1.585235587521906,,0.5924865776520384,,-1.1388384197610206,0.21677579591422635,,-0.8717089205107152,,
2017-07-28,,0.3903004056126998,,,,-0.6152168681487804,0.5132201424128848,,-1.441770275423579,,,0.061829967204713204,-1.0745440563645938,,1.158627801131054,1.1613184458754051,,0.750733641878146,,,,1.267172439038733,,,,-0.02422635600225645,1.732878622838896,,,1.0857668343024713,,,-0.9592036937332641,,,-0.6980594332781448,,,,-1.5876494111249833,-1.1442714484147722,0.33748851028845517,-0.601960273079845,,,0.6668869853808838,-0.7092941972782825,,,0.7246357264918155,,,-0.29878561792816677,0.24160242186115777,2.273385566029322,,,-1.4317350768739998,,,,-1.1211799793754214,,0.5997590323123752,1.186543461672344,0.3994935999935603,,,,-1.12081412282279,,0.28051480451157845,,-0.2582316128729353,-0.5087326919913474,,-1.2364832941233326,,
2017-07-31,,0.9070896417765428,,,,-0.7005341991526163,0.042156615351282116,,-1.175878754298475,,,-0.09105487614738272,-1.2416908348142042,,1.0478820383422327,1.0153813843030792,,0.5785371431562807,,,,1.1898784263873912,,,,-0.1413427647147517,2.3416274427537576,,,0.8326857497185608,,,-0.8782741456150618,,,-0.8777563809787526,,,,-1.4843601038136065,-0.997276403344866,0.057919787145404904,-0.4548895626935923,,,0.5636647489396371,-0.8131993367958239,,,0.2822723573918989,,,0.21613689625526628,0.18533821838694528,2.502712858708303,,,-0.8412532527998994,,,,-0.8998990922502191,,0.5791978595042023,1.2609158716588693,0.2928474600263462,,,,-1.3943000747233352,,0.19123213641475942,,-0.2545689645557953,-0.7573169509400359,,-1.083880938582345,,
2017-08-01,,1.066656895301492,,,,-0.7184799844942653,0.041686411233687534,,-1.0856981873083553,,,-0.3273541355924003,-1.3211128354034891,,1.1063308136817758,0.9651831044487488,,0.5996347230117893,,,,1.09731771650049,,,,-0.34862690262876256,2.5202989442934345,,,0.6010865200200624,,,-0.9784231791911226,,,-0.7340587302663358,,,,-1.3301448223798797,-1.2605162845465478,0.3665166375630228,-0.3481156360179966,,,0.23039741538446312,-0.5498783910345754,,,0.25057594331433664,,,-0.21685448258964538,0.21134743409697546,2.3060245337511107,,,-0.6409451880204005,,,,-0.72407256752326,,1.005384648705945,1.1934848071210644,0.3683557805794891,,,,-1.5726800083729573,,0.3180953367342004,,-0.28308108935600274,-0.7904078886776633,,-1.017927352338429,,
2017-08-02,,0.7564516712909001,,,,-0.7957787247002955,-0.24549907098987112,,-1.003456343476856,,,-0.1006108884142518,-1.2937717457415039,,1.159638092524773,0.9129207042607174,,0.7265195724095319,,,,1.0999862821207238,,,,-0.42733079336142343,3.011062445967385,,,0.6214549676081167,,,-1.0668115597217596,,,-0.8357078254467051,,,,-1.1694531762449851,-1.3362835762519147,0.1465822115725748,-0.3617141140023516,,,-0.09369901532005961,-0.47854582722562716,,,0.4311900804591199,,,-0.04555991495046895,0.3923513045907476,1.8502928231969231,,,-0.6604013712819408,,,,-0.662896611077587,,1.1951018312056825,1.0978467814659743,0.3304569499827095,,,,-1.4324348022681135,,0.26124512139239453,,-0.2323860642000781,-0.7713310725325828,,-0.979428342839897,,
2017-08-03,,0.7931903775191165,,,,-0.7619572201304187,-0.5893757933018177,,-0.9654608045717507,,,-0.20491277896191487,-1.3285966881576732,,1.2680763181317019,0.8892139120589844,,1.0887086547824232,,,,1.1094397610002595,,,,-0.4406693667477699,2.740786457134679,,,0.5204151114348295,,,-0.8390040619332568,,,-0.6837862844382103,,,,-1.177593027529927,-1.5582742637647264,0.31042522259017025,-0.23525416102295013,,,-0.18273871524312438,-0.6309289364747335,,,0.4419232019254959,,,-0.17556806047873366,0.657421615793058,1.6557232364394774,,,-0.8058518083314405,,,,-0.37780687569143495,,1.3215114285817986,1.2100500506873153,0.3445383226751354,,,,-1.4174151819769756,,0.14808757227854402,,-0.27269694613643397,-0.9524983945581127,,-0.8991218735815841,,
